Jersey_Number	DOB	City	State	Country	Birth_Country	Height	Weight	Shoots	Draft_Year	Draft_Round	Draft_Pick	Signed	Age	First_Name	Last_Name	Team	Prev_Team	Pos	Games_Curr_Team	Games_Other	Games_Other2	Games_Played	Goals	Assists	Penalty_Mins	Total_Points	Plus_Minus
6	4/20/1992	Winnipeg	MB	CAN	CAN	77	220	R	2010	1	10	Y	23	Dylan	McIlrath	NYR	NYR	D	33	 	 	34	2	2	1	4	7
41	6/17/1992	St. Thomas	ON	CAN	CAN	72	191	L	2010	3	62	Y	23	Greg	McKegg	FLA	FLA	C	15	 	 	15	2	0	0	2	1
11	2/22/1991	Golden	BC	CAN	CAN	74	205	L	2009	6	159		24	Curtis	McKenzie	DAL	DAL	LW	3	 	 	3	0	0	0	0	-1
55	6/26/1984	Binscarth	MB	CAN	CAN	74	210	L					31	Cody	McLeod	COL	COL	LW/RW	82	 	 	82	8	5	2	13	1
3	1/21/1991	Davidson	SK	CAN	CAN	76	216	L	2009	3	66		25	Brayden	McNabb	LAK	LAK	D	80	 	 	81	2	12	6	14	11
41	2/22/1993	Langley	BC	CAN	CAN	74	214	R	2011	1	18	Y	22	Mark	McNeill	CHI	CHI	RW/C	1	 	 	1	0	0	0	0	0
54	10/12/1986	Charlottetown	PE	CAN	CAN	76	212	R	2005	2	55		29	Adam	McQuaid	BOS	BOS	D	64	 	 	64	1	8	3	9	6
82	8/27/1982	Chelyabinsk		RUS	RUS	75	187	L					33	Evgeny	Medvedev	PHI	PHI	D	45	 	 	45	4	8	4	12	5
	2/1/1990	Fort Lauderdale	FL	USA	USA	73	195	R					26	Jayson	Megna	NYR	NYR	C	6	 	 	6	1	1	0	2	-1
71	12/6/1991	Richmond Hill	ON	CAN	CAN	77	214	L	2010	3	87	Y	24	Julian	Melchiori	WPG	WPG	D	11	 	 	11	0	0	0	0	1
7	2/3/1992	Oklahoma City	OK	USA	USA	75	205	L	2010	2	38		24	Jon	Merrill	NJD	NJD	D	46	 	 	47	1	4	3	5	-15
49	10/2/1992	Park Ridge	IL	USA	USA	74	218	L	2011	4	110	Y	23	Michael	Mersch	LAK	LAK	LW	17	 	 	17	1	2	1	3	1
3	6/21/1985	Ottawa	ON	CAN	CAN	75	228	L	2003	6	168		30	Marc	Methot	OTT	OTT	D	68	 	 	69	5	7	3	12	12
18	12/7/1984	Jindrichuv Hradec		CZE	CZE	74	227	L	2003	1	6		31	Milan	Michalek	TOR	OTT; TOR	LW/RW	32	13	 	45	7	9	5	16	0
4	12/23/1982	Jindrichuv Hradec		CZE	CZE	74	210	R					33	Zbynek	Michalek	ARI	ARI	D	69	 	 	70	2	5	1	7	3
22	5/12/1996	Massapequa	NY	USA	USA	73	205	L	2014	1	16	Y	19	Sonny	Milano	CBJ	CBJ	LW	3	 	 	3	0	1	1	1	1
58	9/18/1988	Bloomfield Hills	MI	USA	USA	70	181	R					27	Andrew	Miller	EDM	EDM	RW/C	6	 	 	6	0	0	0	0	-1
48	10/29/1992	Sault Ste. Marie	ON	CAN	CAN	73	196	R	2012	5	151	Y	23	Colin	Miller	BOS	BOS	D	42	 	 	42	3	13	6	16	0
20	2/17/1984	Dover	NJ	USA	USA	74	180	L	2003	6	186		31	Drew	Miller	DET	DET	LW/RW	28	 	 	28	1	1	1	2	-5
10	3/14/1993	East Palestine	OH	USA	USA	73	205	L	2011	1	15		22	J.T.	Miller	NYR	NYR	C	81	 	 	82	22	21	12	43	10
86	11/15/1987	Los Angeles	CA	USA	USA	74	210	R					28	Kevan	Miller	BOS	BOS	D	71	 	 	71	5	13	6	18	15
7	1/22/1985	Oakville	ON	CAN	CAN	73	204	L	2003	5	158		31	John	Mitchell	COL	COL	C	71	 	 	71	10	11	4	21	-7
17	1/30/1985	Greenfield Park	QC	CAN	CAN	71	191	R	2004	4	126		31	Torrey	Mitchell	MTL	MTL	C	71	 	 	71	11	8	6	19	2
33	4/23/1977	Port McNeill	BC	CAN	CAN	75	210	L	1996	8	199		38	Willie	Mitchell	FLA	FLA	D	46	 	 	46	1	6	1	7	-2
27	4/6/1982	Stewart Valley	SK	CAN	CAN	74	215	L	2000	5	155		33	Travis	Moen	DAL	DAL	LW/RW	23	 	 	23	0	2	1	2	-3
23	10/12/1994	Brampton	ON	CAN	CAN	75	195	L	2013	1	6		21	Sean	Monahan	CGY	CGY	C	80	 	 	81	27	36	25	63	-6
28	8/3/1980	Thornhill	ON	CAN	CAN	72	192	L	2000	3	95		35	Dominic	Moore	NYR	NYR	C/LW	79	 	 	80	6	9	5	15	-2
2	11/19/1990	Winnetka	IL	USA	USA	75	210	L	2009	1	21		25	John	Moore	NJD	NJD	D	72	 	 	73	4	15	7	19	-12
36	3/28/1995	Calgary	AB	CAN	CAN	72	195	L	2013	1	13	Y	20	Joshua	Morrissey	WPG	WPG	D	1	 	 	1	0	0	0	0	0
45	12/9/1992	Edmonton	AB	CAN	CAN	72	199	L	2011	1	23	Y	23	Joe	Morrow	BOS	BOS	D	33	 	 	33	1	6	3	7	-7
22	12/9/1987	Edmonton	AB	CAN	CAN	72	188	L					28	Kael	Mouillierat	PIT	PIT	LW/C	1	 	 	1	0	0	0	0	0
26	11/1/1983	North York	ON	CAN	CAN	73	212	L	2003	9	263		32	Matt	Moulson	BUF	BUF	LW	81	 	 	81	8	13	7	21	-5
53	12/26/1992	Prague		CZE	CZE	75	200	R				Y	23	Vojtech	Mozik	NJD	NJD	D	7	 	 	7	0	0	0	0	0
41	3/21/1995	Winterthur		CHE	CHE	75	205	L	2013	1	18		20	Mirco	Mueller	SJS	SJS	D	11	 	 	11	0	0	0	0	-4
5	3/26/1993	Dublin	OH	USA	USA	76	212	R	2011	1	20		22	Connor	Murphy	ARI	ARI	D	77	 	 	78	6	11	4	17	5
7	3/31/1993	Aurora	ON	CAN	CAN	71	185	R	2011	1	12		22	Ryan	Murphy	CAR	CAR	D	35	 	 	35	0	10	5	10	-1
27	9/27/1993	Regina	SK	CAN	CAN	73	208	L	2012	1	2		22	Ryan	Murray	CBJ	CBJ	D	81	 	 	82	4	21	8	25	-10
6	2/21/1989	Woodstock	ON	CAN	CAN	75	216	L	2007	5	141		26	Jake	Muzzin	LAK	LAK	D	81	 	 	82	8	32	15	40	7
57	2/1/1990	Houston	TX	USA	CAN	80	229	R	2008	1	12		26	Tyler	Myers	WPG	WPG	D	72	 	 	73	9	18	7	27	6
33	12/30/1987	Hradec Králové		CZE	CZE	74	212						28	Jakub	Nakladal	CGY	CGY	D	26	 	 	27	2	3	1	5	-5
90	11/22/1992	Zhukovskiy		RUS	RUS	71	180	L	2011	1	27		23	Vladislav	Namestnikov	TBL	TBL	C/LW	79	 	 	80	14	21	11	35	17
61	6/16/1984	Brampton	ON	CAN	CAN	76	220	L	2002	1	1		31	Rick	Nash	NYR	NYR	LW/RW	60	 	 	60	15	21	11	36	8
20	5/9/1989	Consort	AB	CAN	CAN	73	200	R	2007	1	21		26	Riley	Nash	CAR	CAR	C/RW	63	 	 	64	9	13	6	22	-5
18	9/3/1987	Whitby	ON	CAN	CAN	74	221	L	2005	2	33		28	James	Neal	NSH	NSH	RW/LW	81	 	 	82	31	27	19	58	27
25	6/18/1979	Flesherton	ON	CAN	CAN	73	206	R	1998	6	161		36	Chris	Neil	OTT	OTT	RW	79	 	 	80	5	8	4	13	-3
29	10/15/1991	Warroad	MN	USA	USA	75	206	L	2010	1	30		24	Brock	Nelson	NYI	NYI	LW/C	80	 	 	81	26	14	7	40	-3
34	7/18/1992	WISCONSIN RAPIDS	WI	USA	USA	74	183	R				Y	23	Casey	Nelson	BUF	BUF	D	7	 	 	7	0	4	1	4	1
15	2/8/1992	Stockholm		SWE	SWE	75	230	L	2010	2	41		23	Patrik	Nemeth	DAL	DAL	D	37	 	 	38	0	8	3	8	-1
55	5/18/1990	Roseau	MN	USA	USA	70	187	L	2008	2	40		25	Aaron	Ness	WSH	WSH	D	8	 	 	8	0	2	0	2	4
89	3/28/1993	Chelyabinsk		RUS	RUS	71	191	L	2011	5	148		22	Nikita	Nesterov	TBL	TBL	D	56	 	 	57	3	6	4	9	-6
15	2/22/1991	Prague		CZE	CZE	75	200	L	2009	3	75		24	Andrej	Nestrasil	CAR	CAR	C	54	 	 	55	9	14	9	23	4
43	3/4/1995	Chelyabinsk		RUS	RUS	76	205	L	2013	1	10		20	Valeri	Nichushkin	DAL	DAL	RW	78	 	 	79	9	20	10	29	2
22	9/8/1992	Chur		CHE	CHE	74	211	L	2010	1	5		23	Nino	Niederreiter	MIN	MIN	RW/LW	81	 	 	82	20	23	13	43	9
51	4/24/1984	Herning		DNK	DNK	73	188	L	2002	3	87		31	Frans	Nielsen	NYI	NYI	C	80	 	 	81	20	32	16	52	1
83	11/5/1992	Long Beach	CA	USA	USA	71	190	L	2011	2	47		23	Matt	Nieto	SJS	SJS	LW/RW	67	 	 	67	8	9	4	17	-8
86	6/16/1986	Omsk		RUS	RUS	76	217	L	2004	5	136		29	Nikita	Nikitin	EDM	EDM	D	11	 	 	11	0	1	0	1	-5
2	12/6/1986	Virginia	MN	USA	USA	72	200	R	2005	1	28		29	Matt	Niskanen	WSH	WSH	D	82	 	 	82	5	27	12	32	10
64	2/12/1993	Plano	TX	USA	USA	73	205	R	2011	1	21	Y	22	Stefan	Noesen	ANA	ANA	RW/LW	1	 	 	1	0	0	0	0	0
71	6/23/1989	Garden River; First Nations	ON	CAN	CAN	75	219	L	2009	7	186		26	Jordan	Nolan	LAK	LAK	C/RW/LW	52	 	 	52	0	5	3	5	0
42	2/25/1992	Stockholm		SWE	SWE	73	189	L	2010	3	90		23	Joakim	Nordstrom	CAR	CAR	LW/C	70	 	 	71	10	14	8	24	1
83	9/1/1992	Pardubice		CZE	CZE	75	210	L				Y	23	Tomas	Nosek	DET	DET	LW	6	 	 	6	0	0	0	0	-2
93	4/12/1993	Burnaby	BC	CAN	CAN	72	189	L	2011	1	1		22	Ryan	Nugent-Hopkins	EDM	EDM	C	55	 	 	55	12	22	15	34	-9
25	2/4/1995	Hamilton	ON	CAN	CAN	76	213	L	2013	1	7	Y	21	Darnell	Nurse	EDM	EDM	D	68	 	 	69	3	7	3	10	-13
39	5/1/1996	Calgary	AB	CAN	CAN	71	190	R	2014	1	8	Y	19	William	Nylander	TOR	TOR	C	22	 	 	22	6	7	5	13	1
14	9/1/1989	Halmstad		SWE	SWE	71	183	L	2008	4	121		26	Gustav	Nyquist	DET	DET	RW/LW	81	 	 	82	17	26	17	43	-2
24	2/14/1983	Syosset	NY	USA	USA	73	200	L	2002	1	10		32	Eric	Nystrom	NSH	NSH	LW/RW	46	 	 	46	7	0	0	7	-6
36	1/29/1989	Maplewood	MN	USA	USA	75	195	R	2007	1	29		27	Jim	O'Brien	NJD	NJD	C/RW	4	 	 	4	0	0	0	0	-4
18	6/1/1988	Yardley	PA	USA	USA	69	175	L					27	Brian	O'Neill	NJD	NJD	RW	22	 	 	22	0	2	1	2	-3
19	9/30/1986	Toronto	ON	CAN	CAN	72	191	L	2005	5	150		29	Cal	O'Reilly	BUF	BUF	C	20	 	 	20	3	4	2	7	-1
90	2/7/1991	Clinton	ON	CAN	CAN	73	210	L	2009	2	33		25	Ryan	O'Reilly	BUF	BUF	C	71	 	 	71	21	39	26	60	-16
47	10/1/1981	Stockholm		SWE	SWE	72	195	L	2001	7	221		34	Johnny	Oduya	DAL	DAL	D	81	 	 	82	4	17	9	21	8
82	6/25/1992	Dearborn Heights	MI	USA	USA	72	182	L				Y	23	Jordan	Oesterle	EDM	EDM	D	16	 	 	17	0	5	3	5	1
21	4/16/1988	St. Paul	MN	USA	USA	72	217	R	2006	1	7		27	Kyle	Okposo	NYI	NYI	RW	78	 	 	79	22	42	23	64	-4
5	12/21/1992	Toronto	ON	CAN	CAN	79	260	L	2011	1	14		23	Jamie	Oleksiak	DAL	DAL	D	19	 	 	19	0	2	1	2	-5
23	12/1/1994	Boras		SWE	SWE	75	197	L	2013	2	46	Y	21	Gustav	Olofsson	MIN	MIN	D	2	 	 	2	0	0	0	0	0
4	1/3/1991	Salt Lake City	UT	USA	CAN	74	223	L	2009	1	28		25	Dylan	Olsen	FLA	FLA	D	8	 	 	8	0	1	1	1	-1
9	7/23/1991	Novokuznetsk		RUS	RUS	72	212	L	2009	2	55		24	Dmitry	Orlov	WSH	WSH	D	82	 	 	82	8	21	10	29	8
44	9/26/1980	San Francisco	CA	USA	USA	74	221	L	2000	1	18		35	Brooks	Orpik	WSH	WSH	D	41	 	 	41	3	7	2	10	11
77	12/23/1986	Everett	WA	USA	USA	71	189	R	2005	1	24		29	T.J.	Oshie	WSH	WSH	RW/LW	80	 	 	80	26	25	11	51	16
9	8/19/1982	Summerside	PE	CAN	CAN	72	189	L	2000	1	25		33	Steve	Ott	STL	STL	C	21	 	 	21	0	2	1	2	-3
61	7/29/1993	Bayonne		FRA	FRA	73	200	L	2011	2	48	Y	22	Xavier	Ouellet	DET	DET	D	5	 	 	5	0	1	1	1	-2
8	9/17/1985	Moscow		RUS	RUS	75	239	R	2004	1	1		30	Alex	Ovechkin	WSH	WSH	LW/RW	79	 	 	79	50	21	6	71	21
56	4/12/1991	Norrkoping		SWE	SWE	75	208	L	2009	1	10		24	Magnus	Paajarvi	STL	STL	LW/RW	48	 	 	48	3	6	6	9	-9
67	11/20/1988	New Canaan	CT	USA	USA	74	213	L	2007	1	22		27	Max	Pacioretty	MTL	MTL	LW	82	 	 	82	30	34	23	64	-10
44	11/11/1992	Ottawa	ON	CAN	CAN	70	180	R	2011	4	96		23	Jean-Gabriel	Pageau	OTT	OTT	C	81	 	 	82	19	24	15	43	17
	4/15/1984	Welland	ON	CAN	CAN	73	200	L	2002	1	20		31	Daniel	Paille	NYR	NYR	LW	12	 	 	12	0	0	0	0	-2
26	8/25/1991	Loviisa		FIN	FIN	73	215	R	2011	7	184	Y	24	Iiro	Pakarinen	EDM	EDM	RW/LW	62	 	 	63	5	8	5	13	-10
18	3/28/1991	Frydek-Mistek		CZE	CZE	72	188	L	2011	7	208		24	Ondrej	Palat	TBL	TBL	LW	61	 	 	62	16	24	16	40	10
36	4/6/1993	Westport	CT	USA	USA	76	212	R	2011	3	70	Y	22	Michael	Paliotta	CBJ	CBJ	D	1	 	 	1	0	0	0	0	0
21	2/1/1991	Smithtown	NY	USA	USA	70	185	R	2009	1	26		25	Kyle	Palmieri	NJD	NJD	RW/LW	81	 	 	82	30	27	16	57	3
72	10/30/1991	Korkino		RUS	RUS	71	170	R				Y	24	Artemi	Panarin	CHI	CHI	LW	80	 	 	80	30	47	29	77	8
14	2/7/1991	Martin		SVK	SVK	73	208	L	2009	2	52		25	Richard	Panik	CHI	CHI	LW/RW	30	 	 	30	6	2	1	8	4
13	8/13/1993	Gaspe	QC	CAN	CAN	73	199	L	2012	4	101		22	Cedric	Paquette	TBL	TBL	C	55	 	 	56	6	5	2	11	-2
55	5/12/1993	St. Albert	AB	CAN	CAN	78	226	R	2012	3	86	Y	22	Colton	Parayko	STL	STL	D	79	 	 	79	9	24	14	33	28
6	3/29/1984	Bonavista	NL	CAN	CAN	76	227	L	2004	6	173		31	Adam	Pardy	EDM	WPG; EDM	D	14	9	 	23	0	4	3	4	-7
15	3/24/1983	Hull	QC	CAN	CAN	72	200	R	2001	9	264		32	Pierre-Alexandre	Parenteau	TOR	TOR	RW	76	 	 	77	20	21	10	41	0
11	7/28/1984	Minneapolis	MN	USA	USA	71	196	L	2003	1	17		31	Zach	Parise	MIN	MIN	LW	69	 	 	70	25	28	14	53	-3
88	5/25/1996	Havirov		CZE	CZE	72	181	R	2014	1	25		19	David	Pastrnak	BOS	BOS	RW/LW	51	 	 	51	15	11	6	26	3
6	6/20/1990	Sterling Heights	MI	USA	USA	74	223	R	2008	5	128	Y	25	Greg	Pateryn	MTL	MTL	D	38	 	 	38	1	6	5	7	-8
13	3/20/1995	Mississauga	ON	CAN	CAN	76	230	L	2013	4	101	Y	20	Nick	Paul	OTT	OTT	LW	18	 	 	24	2	3	2	5	-3
8	7/11/1984	Plover	WI	USA	USA	71	190	R	2003	7	205		31	Joe	Pavelski	SJS	SJS	C/RW	82	 	 	82	38	40	24	78	25
70	8/10/1992	Kitchener	ON	CAN	CAN	73	208	L	2012	1	30		23	Tanner	Pearson	LAK	LAK	LW/RW	78	 	 	79	15	21	14	36	11
29	7/3/1993	Kaunas		LTU	LTU	77	213	L	2011	3	63	Y	22	Andrey	Pedan	VAN	VAN	D	13	 	 	13	0	0	0	0	-3
50	8/16/1994	Toronto	ON	CAN	CAN	75	210	L	2012	3	65	Y	21	Adam	Pelech	NYI	NYI	D	9	 	 	9	0	2	2	2	-1
14	4/18/1989	North York	ON	CAN	CAN	75	235	R	2007	6	160		26	Anthony	Peluso	WPG	WPG	RW	34	 	 	35	1	4	1	5	4
50	5/18/1993	Oakville	ON	CAN	CAN	73	187	L	2011	1	25	Y	22	Stuart	Percy	TOR	TOR	D	2	 	 	3	0	0	0	0	-2
85	1/5/1988	Drummondville	QC	CAN	CAN	70	188	L	2006	6	177		28	Mathieu	Perreault	WPG	WPG	C/LW	70	 	 	71	9	32	14	41	-11
57	5/28/1988	Sherbrooke	QC	CAN	CAN	72	200	R	2007	1	26		27	David	Perron	ANA	PIT; ANA	LW/RW	43	28	 	71	12	24	15	36	-1
10	5/16/1985	Peterborough	ON	CAN	CAN	75	210	R	2003	1	28		30	Corey	Perry	ANA	ANA	RW	82	 	 	82	34	28	22	62	2
54	11/15/1994	Tarrytown	NY	USA	USA	75	200	R	2013	3	66	Y	21	Brett	Pesce	CAR	CAR	D	68	 	 	69	4	12	4	16	-7
19	3/22/1995	Delta	BC	CAN	CAN	69	179	L	2013	2	43	Y	20	Nic	Petan	WPG	WPG	LW/C	0	 	 	26	2	4	2	6	2
6	3/3/1992	Edmonton	AB	CAN	CAN	76	206	R	2010	2	36		23	Alex	Petrovic	FLA	FLA	D	66	 	 	66	2	15	9	17	17
26	12/9/1987	Ann Arbor	MI	USA	USA	75	204	R	2006	2	45		28	Jeff	Petry	MTL	MTL	D	51	 	 	51	5	11	5	16	-6
2	4/10/1985	Edmonton	AB	CAN	CAN	75	227	L	2003	1	9		30	Dion	Phaneuf	OTT	TOR; OTT	D	51	19	 	71	4	28	16	32	-7
56	2/20/1993	Milford	MI	USA	USA	71	200	L	2011	5	129	Y	22	Blake	Pietila	NJD	NJD	LW	7	 	 	7	1	1	1	2	0
27	1/18/1990	King City	ON	CAN	CAN	75	210	R	2008	1	4		26	Alex	Pietrangelo	STL	STL	D	73	 	 	73	7	30	19	37	10
11	4/10/1991	Toronto	ON	CAN	CAN	72	183	L	2009	2	59		24	Brandon	Pirri	ANA	FLA; ANA	C	52	9	 	61	14	15	10	29	-4
14	10/31/1982	Kladno		CZE	CZE	71	195	L	2001	3	71		33	Tomas	Plekanec	MTL	MTL	C	82	 	 	82	14	40	21	54	4
61	6/3/1990	KOMSOMOLSK		RUS	RUS	74	202	L				Y	25	Sergei	Plotnikov	ARI	PIT; ARI	LW	32	13	 	45	0	3	2	3	-3
28	12/14/1994	Montreal	QC	CAN	CAN	74	196	L	2013	1	22	Y	21	Emile	Poirier	CGY	CGY	LW/RW	2	 	 	2	0	0	0	0	-1
46	4/28/1986	Ostrava		CZE	CZE	72	237	R	2004	6	180		29	Roman	Polak	SJS	TOR; SJS	D	55	24	 	79	1	15	8	16	6
29	11/30/1982	Repentigny	QC	CAN	USA	72	184	R	2001	2	55		33	Jason	Pominville	MIN	MIN	RW	74	 	 	75	11	25	10	36	10
7	5/29/1984	Toronto	ON	CAN	CAN	73	206	L	2003	9	282		31	Chris	Porter	MIN	MIN	LW	60	 	 	61	4	3	1	7	-6
11	3/12/1986	Detroit	MI	USA	USA	71	191	L	2004	4	119		29	Kevin	Porter	PIT	PIT	C	41	 	 	41	0	3	2	3	-2
4	2/22/1989	Red Deer	AB	CAN	CAN	75	195	R	2007	7	205		26	Paul	Postma	WPG	WPG	D	25	 	 	26	2	0	0	2	-3
21	1/5/1984	Lansing	MI	USA	USA	75	204	R	2003	4	122		32	Corey	Potter	NSH	NSH	D	1	 	 	1	0	0	0	0	0
67	9/29/1986	Alfred	ON	CAN	CAN	75	200	L	2005	1	4		29	Benoit	Pouliot	EDM	EDM	LW	54	 	 	55	14	22	12	36	-6
51	1/16/1994	Estevan	SK	CAN	CAN	72	208	L	2012	1	8		22	Derrick	Pouliot	PIT	PIT	D	22	 	 	22	0	7	2	7	4
11	11/16/1992	Rochester	NY	USA	USA	71	185	L	2011	2	61	Y	23	Shane	Prince	NYI	OTT; NYI	C/LW	42	20	 	62	6	11	6	17	5
39	5/7/1986	Elk River	MN	USA	USA	74	202	R					29	Nate	Prosser	MIN	MIN	D	53	 	 	54	0	3	1	3	1
47	3/13/1990	Kingsville	ON	CAN	CAN	75	230	R	2010	6	154		25	Dalton	Prout	CBJ	CBJ	D	63	 	 	64	3	6	4	9	-6
9	3/16/1984	London	ON	CAN	CAN	72	195	L	2004	3	70		31	Brandon	Prust	VAN	VAN	LW/C	35	 	 	35	1	6	4	7	-3
26	1/24/1993	Windsor	ON	CAN	CAN	74	204	L	2011	1	24	Y	23	Matt	Puempel	OTT	OTT	LW	26	 	 	26	2	1	0	3	-3
56	1/2/1992	Vantaa		FIN	FIN	71	183	R	2010	4	111		24	Teemu	Pulkkinen	DET	DET	LW/RW	35	 	 	36	6	6	3	12	2
6	10/6/1994	Dauphin	MB	CAN	CAN	74	215	R	2013	1	15	Y	21	Ryan	Pulock	NYI	NYI	D	15	 	 	15	2	2	1	4	1
26	9/8/1985	St. John's	NL	CAN	CAN	74	195	R					30	Teddy	Purcell	FLA	EDM; FLA	RW/LW	60	15	 	76	14	29	15	43	-11
3	1/11/1992	Sherwood Park	AB	CAN	CAN	73	200	R	2010	1	23		24	Mark	Pysyk	BUF	BUF	D	55	 	 	55	1	10	6	11	-1
27	8/12/1985	Kitchener	ON	CAN	CAN	74	216	L	2003	4	132		30	Kyle	Quincey	DET	DET	D	46	 	 	47	4	7	0	11	1
10	2/25/1993	Belleville	ON	CAN	CAN	72	200	L	2013	6	166	Y	22	Alan	Quine	NYI	NYI	C	2	 	 	2	1	0	0	1	0
12	12/1/1988	Villach		AUT	AUT	72	200	L					27	Michael	Raffl	PHI	PHI	LW	81	 	 	82	13	18	10	31	9
67	5/5/1993	Sundbyberg		SWE	SWE	74	201	R	2011	1	30		22	Rickard	Rakell	ANA	ANA	C	72	 	 	72	20	23	13	43	-1
55	2/7/1991	Mississauga	ON	CAN	CAN	72	200	R	2010	4	103	Y	25	John	Ramage	CBJ	CBJ	D	1	 	 	1	0	0	0	0	-2
64	6/15/1991	Scarborough	ON	CAN	CAN	73	198	R	2009	6	176	Y	24	Tyler	Randell	BOS	BOS	RW	27	 	 	27	6	0	0	6	-2
96	10/29/1996	Nousiainen		FIN	FIN	76	211	L	2015	1	10	Y	19	Mikko	Rantanen	COL	COL	RW	9	 	 	9	0	0	0	0	-7
49	3/1/1993	Leksand		SWE	SWE	74	200	L	2011	2	42		22	Victor	Rask	CAR	CAR	C	79	 	 	80	21	27	10	48	-6
70	7/3/1990	Vasteras		SWE	SWE	75	205	L				Y	25	Dennis	Rasmussen	CHI	CHI	C/LW	44	 	 	44	4	5	1	9	9
18	2/5/1993	Calgary	AB	CAN	CAN	72	178	R	2011	2	32	Y	23	Ty	Rattie	STL	STL	RW	13	 	 	13	4	2	2	6	1
92	10/24/1992	Eden Prairie	MN	USA	USA	68	178	L	2011	3	91	Y	23	Kyle	Rau	FLA	FLA	C	9	 	 	9	0	0	0	0	-1
21	9/17/1985	Cochrane	AB	CAN	CAN	73	179	L	2005	2	51		30	Mason	Raymond	CGY	CGY	LW/RW	29	 	 	29	4	1	0	5	-3
24	6/14/1986	Ilderton	ON	CAN	CAN	70	185	R					29	Matt	Read	PHI	PHI	RW/LW	78	 	 	79	11	15	8	26	-5
75	1/20/1987	Winnipeg	MB	CAN	CAN	73	224	R	2005	5	156		29	Ryan	Reaves	STL	STL	RW	64	 	 	64	3	1	0	4	-6
22	7/26/1988	Traverse City	MI	USA	USA	74	205	R	2008	7	184		27	Zach	Redmond	COL	COL	D	37	 	 	37	2	4	4	6	5
37	5/17/1989	Westlock	AB	CAN	CAN	71	189	R	2008	5	137		26	Brent	Regner	FLA	FLA	D	7	 	 	7	0	0	0	0	-2
4	7/13/1993	Chicago	IL	USA	USA	74	191	L	2011	4	98	Y	22	Mike	Reilly	MIN	MIN	D	28	 	 	29	1	6	2	7	-4
8	1/24/1994	North Vancouver	BC	CAN	CAN	76	212	L	2012	1	4	Y	22	Griffin	Reinhart	EDM	EDM	D	29	 	 	29	0	1	0	1	-6
23	11/6/1995	West Vancouver	BC	CAN	CAN	73	189	R	2014	1	2	Y	20	Sam	Reinhart	BUF	BUF	C/RW	79	 	 	79	23	19	13	42	-8
71	3/25/1992	Zagreb		HRV	HRV	74	200	R				Y	23	Borna	Rendulic	COL	COL	RW	3	 	 	3	0	0	0	0	-2
63	2/10/1980	Montreal	QC	CAN	CAN	72	179	L	1998	2	45		36	Mike	Ribeiro	NSH	NSH	C	80	 	 	81	7	43	19	50	11
17	5/2/1980	Murray Hbr.	PE	CAN	CAN	72	199	L	1998	3	64		35	Brad	Richards	DET	DET	C	67	 	 	68	10	18	14	28	4
10	2/11/1985	Kenora	ON	CAN	CAN	71	196	L	2003	1	24		30	Mike	Richards	WSH	WSH	C/LW	39	 	 	39	2	3	3	5	-2
12	2/4/1985	Belleville	ON	CAN	CAN	72	197	L	2003	5	163		31	Brad	Richardson	ARI	ARI	RW/C	81	 	 	82	11	20	12	31	8
8	1/10/1993	Landshut		DEU	DEU	71	185	L	2011	4	114		23	Tobias	Rieder	ARI	ARI	RW/C	81	 	 	82	14	23	14	37	-21
44	3/9/1994	Vancouver	BC	CAN	CAN	73	214	L	2012	1	5		21	Morgan	Rielly	TOR	TOR	D	81	 	 	82	9	27	8	36	-17
36	6/15/1990	Mississauga	ON	CAN	CAN	70	188	L	2008	6	178		25	Zac	Rinaldo	BOS	BOS	C/LW/RW	52	 	 	52	1	2	1	3	-5
55	10/27/1994	Turku		FIN	FIN	76	207	R	2013	1	8		21	Rasmus	Ristolainen	BUF	BUF	D	82	 	 	82	9	32	15	41	-21
25	7/1/1993	Orangeville	ON	CAN	CAN	75	220	R	2011	2	44		22	Brett	Ritchie	DAL	DAL	RW	8	 	 	8	0	1	0	1	-3
37	12/5/1995	Orangeville	ON	CAN	CAN	74	232	L	2014	1	10	Y	20	Nick	Ritchie	ANA	ANA	LW	33	 	 	33	2	2	1	4	-2
55	9/30/1991	Bellmawr	NJ	USA	USA	78	232	R				Y	24	Buddy	Robinson	OTT	OTT	RW	3	 	 	3	1	1	0	2	2
71	7/28/1993	Toronto	ON	CAN	CAN	71	174	R				Y	22	Evan	Rodrigues	BUF	BUF	LW	2	 	 	2	1	1	0	2	2
21	11/21/1989	Roubaix		FRA	FRA	72	200	L					26	Antoine	Roussel	DAL	DAL	LW	79	 	 	80	13	16	10	29	11
32	9/3/1978	Vlasim		CZE	CZE	73	210	R	1996	4	105		37	Michal	Rozsival	CHI	CHI	D	51	 	 	51	1	12	6	13	3
5	5/7/1990	San Diego	CA	USA	USA	71	191	R					25	Chad	Ruhwedel	BUF	BUF	D	1	 	 	1	0	0	0	0	0
5	10/8/1990	Lycksele		SWE	SWE	74	187	R	2009	1	17		25	David	Rundblad	CHI	CHI	D	9	 	 	9	0	2	0	2	-2
2	5/2/1987	Caroline	AB	CAN	CAN	70	170	L	2005	3	67		28	Kris	Russell	DAL	CGY; DAL	D	51	11	 	62	4	15	7	19	-5
